pota,jaff,name,location,locid,type,level,namek,lat,lng
JA-1206,JAFF-0196,Tama Kyuryo,Tokyo,JP-TK,Provincial Park,2,多摩丘陵都立自然公園,35.660094,139.410166
JA-1208,JAFF-0197,Hamura Kusabana Kyuryo,Tokyo,JP-TK,Provincial Park,0,羽村草花丘陵都立自然公園,35.755422,139.308885
JA-1209,JAFF-0198,Akigawa Kyuryo,Tokyo,JP-TK,Provincial Park,1,秋川丘陵都立自然公園,35.713759,139.272908
JA-1207,JAFF-0199,Sayama Nature,Tokyo,JP-TK,Provincial Park,1,狭山都立自然公園（東京都）,35.760691,139.437644
JA-1292,JAFF-0200,Manazuru Hanto,Kanagawa,JP-KN,Provincial Park,0,真鶴半島県立自然公園,35.146125,139.148433
JA-1291,JAFF-0201,Oku Yugawara,Kanagawa,JP-KN,Provincial Park,1,奥湯河原県立自然公園,35.152301,139.094875
JA-1289,JAFF-0202,Tanzawa Oyama,Kanagawa,JP-KN,Provincial Park,5,丹沢大山県立自然公園,35.511976,139.259806
JA-1290,JAFF-0203,Jinba Sagamiko,Kanagawa,JP-KN,Provincial Park,3,陣馬相模湖県立自然公園,35.658097,139.153926
JA-1188,JAFF-0204,Otone,Chiba,JP-CH,Provincial Park,0,大利根県立自然公園,35.91506,140.46836
JA-1187,JAFF-0205,Tomisan,Chiba,JP-CH,Provincial Park,0,富山県立自然公園,35.095349,139.881581
JA-1186,JAFF-0206,Mineoka Sankei,Chiba,JP-CH,Provincial Park,1,嶺岡山系県立自然公園,35.115001,139.985036
JA-1182,JAFF-0207,Yoro Keikoku Okukiyosumi,Chiba,JP-CH,Provincial Park,2,養老渓谷奥清澄県立自然公園,35.251745,140.16282
JA-1185,JAFF-0208,Takagoyama,Chiba,JP-CH,Provincial Park,1,高宕山県立自然公園,35.197954,139.992784
JA-1183,JAFF-0209,Kujukuri,Chiba,JP-CH,Provincial Park,0,九十九里県立自然公園,35.447346,140.404084
JA-1184,JAFF-0210,Inba Tega,Chiba,JP-CH,Provincial Park,6,印旛手賀県立自然公園,35.811233,140.23098
JA-1189,JAFF-0211,Kasamori Tsurumai,Chiba,JP-CH,Provincial Park,2,笠森鶴舞県立自然公園,35.399525,140.200815
JA-1145,JAFF-0212,Sayama,Saitama,JP-ST,Provincial Park,1,狭山県立自然公園（埼玉県）,35.777658,139.416087
JA-1146,JAFF-0213,Okumusashi,Saitama,JP-ST,Provincial Park,21,奥武蔵県立自然公園,35.906093,139.189621
JA-1147,JAFF-0214,Kuroyama,Saitama,JP-ST,Provincial Park,10,黒山県立自然公園,35.959159,139.236236
JA-1148,JAFF-0215,Nagatoro Tamayodo,Saitama,JP-ST,Provincial Park,15,長瀞玉淀県立自然公園,36.094948,139.115449
JA-1149,JAFF-0216,Hikikyuryo,Saitama,JP-ST,Provincial Park,3,比企丘陵県立自然公園,36.000388,139.363682
JA-1150,JAFF-0217,Jobu,Saitama,JP-ST,Provincial Park,6,上武県立自然公園,36.129182,139.022834
JA-1151,JAFF-0218,Buko,Saitama,JP-ST,Provincial Park,13,武甲県立自然公園,35.953944,139.012852
JA-1152,JAFF-0219,Angyo Bunan,Saitama,JP-ST,Provincial Park,0,安行武南県立自然公園,35.85406,139.735281
JA-1153,JAFF-0220,Ryogami,Saitama,JP-ST,Provincial Park,5,両神県立自然公園,36.02036,138.857779
JA-1154,JAFF-0221,Nishichichibu,Saitama,JP-ST,Provincial Park,9,西秩父県立自然公園,36.0615,138.962768
JA-1109,JAFF-0222,Okukuji,Ibaraki,JP-IB,Provincial Park,9,奥久慈県立自然公園（茨城県）,36.92687,140.263219
JA-1106,JAFF-0223,Hanazono Hananuki,Ibaraki,JP-IB,Provincial Park,23,花園花貫県立自然公園,36.800689,140.549011
JA-1108,JAFF-0224,Ota,Ibaraki,JP-IB,Provincial Park,2,太田県立自然公園,36.541825,140.514178
JA-1112,JAFF-0225,Gozenyama,Ibaraki,JP-IB,Provincial Park,7,御前山県立自然公園,36.544846,140.323605
JA-1110,JAFF-0226,Oarai Prefectural,Ibaraki,JP-IB,Provincial Park,1,大洗県立自然公園,36.368442,140.623541
JA-1114,JAFF-0227,Kasama,Ibaraki,JP-IB,Provincial Park,1,笠間県立自然公園,36.383738,140.267558
JA-1111,JAFF-0228,Mito,Ibaraki,JP-IB,Provincial Park,0,水戸県立自然公園,36.372358,140.459868
JA-1113,JAFF-0229,Wagakuni Atago,Ibaraki,JP-IB,Provincial Park,4,吾国愛宕県立自然公園,36.335552,140.220737
JA-1107,JAFF-0230,Takasuzu,Ibaraki,JP-IB,Provincial Park,3,高鈴県立自然公園,36.614272,140.589136
JA-1131,JAFF-0231,Mashiko,Tochigi,JP-TC,Provincial Park,2,益子県立自然公園,36.466149,140.118716
JA-1132,JAFF-0232,Ohirasan,Tochigi,JP-TC,Provincial Park,1,太平山県立自然公園（栃木県）,36.359912,139.697713
JA-1133,JAFF-0233,Karasawayama,Tochigi,JP-TC,Provincial Park,1,唐沢山県立自然公園,36.353826,139.600078
JA-1128,JAFF-0234,Mae Nikko,Tochigi,JP-TC,Provincial Park,9,前日光県立自然公園,36.623006,139.521387
JA-1134,JAFF-0235,Ashikaga,Tochigi,JP-TC,Provincial Park,1,足利県立自然公園,36.379753,139.442304
JA-1135,JAFF-0236,Utsunomiya,Tochigi,JP-TC,Provincial Park,1,宇都宮県立自然公園,36.605942,139.80951
JA-1130,JAFF-0237,Nakagawa,Tochigi,JP-TC,Provincial Park,2,那珂川県立自然公園,36.5978,140.18794
JA-1129,JAFF-0238,Yamizo,Tochigi,JP-TC,Provincial Park,7,八溝県立自然公園,36.81993,140.12352
JA-1326,JAFF-0239,Shibireko,Yamanashi,JP-YN,Provincial Park,0,四尾連湖県立自然公園,35.529143,138.517308
JA-1327,JAFF-0240,Minami Alps Koma,Yamanashi,JP-YN,Provincial Park,13,南アルプス巨摩県立自然公園,35.594053,138.356714
JA-1443,JAFF-0241,Hamanako,Shizuoka,JP-SZ,Provincial Park,16,浜名湖県立自然公園,34.695148,137.595475
JA-1440,JAFF-0242,Nihondaira Mihonomatsubara,Shizuoka,JP-SZ,Provincial Park,1,日本平・三保の松原県立自然公園,34.974927,138.466383
JA-1441,JAFF-0243,Okuoi,Shizuoka,JP-SZ,Provincial Park,4,奥大井県立自然公園,35.181635,138.111396
JA-1442,JAFF-0244,Omaezaki Enshunada,Shizuoka,JP-SZ,Provincial Park,1,御前崎遠州灘県立自然公園,34.595573,138.225995
JA-1418,JAFF-0245,Senbon Matsubara,Gifu,JP-GF,Provincial Park,0,千本松原県立自然公園,35.14613,136.669165
JA-1419,JAFF-0246,Ibi,Gifu,JP-GF,Provincial Park,2,揖斐県立自然公園,35.638211,136.486992
JA-1420,JAFF-0247,Okuhida Sugo Nagareha,Gifu,JP-GF,Provincial Park,2,奥飛騨数河流葉県立自然公園,36.308175,137.245689
JA-1421,JAFF-0248,Uetsu Shijuhattaki,Gifu,JP-GF,Provincial Park,0,宇津江四十八滝県立自然公園,36.197139,137.161052
JA-1422,JAFF-0249,Enakyo,Gifu,JP-GF,Provincial Park,1,恵那峡県立自然公園,35.481323,137.406876
JA-1423,JAFF-0250,Enasan,Gifu,JP-GF,Provincial Park,5,胞山県立自然公園,35.444355,137.590562
JA-1424,JAFF-0251,Urakiso,Gifu,JP-GF,Provincial Park,10,裏木曽県立自然公園,35.698134,137.44177
JA-1425,JAFF-0252,Ibuki,Gifu,JP-GF,Provincial Park,5,伊吹県立自然公園,35.418501,136.433142
JA-1426,JAFF-0253,Toki Mikuniyama,Gifu,JP-GF,Provincial Park,2,土岐三国山県立自然公園,35.254644,137.19076
JA-1427,JAFF-0254,Kuraiyama Funayama,Gifu,JP-GF,Provincial Park,2,位山舟山県立自然公園,36.037884,137.199268
JA-1428,JAFF-0255,Okunagaragawa,Gifu,JP-GF,Provincial Park,31,奥長良川県立自然公園,35.959483,136.817717
JA-1429,JAFF-0256,Nomugi,Gifu,JP-GF,Provincial Park,0,野麦県立自然公園,36.052508,137.602692
JA-1430,JAFF-0257,Seseragi Keikoku,Gifu,JP-GF,Provincial Park,2,せせらぎ渓谷県立自然公園,36.026212,137.069706
JA-1431,JAFF-0258,Amo,Gifu,JP-GF,Provincial Park,1,天生県立自然公園,36.252293,136.962743
JA-1432,JAFF-0259,Ontakesan,Gifu,JP-GF,Provincial Park,4,御嶽山県立自然公園,35.902606,137.464209
JA-1457,JAFF-0260,Sakurabuchi,Aichi,JP-AI,Provincial Park,1,桜淵県立自然公園,34.895722,137.506369
JA-1458,JAFF-0261,Ishimakisan Tame,Aichi,JP-AI,Provincial Park,2,石巻山多米県立自然公園,34.789,137.460608
JA-1454,JAFF-0262,Dando Kogen,Aichi,JP-AI,Provincial Park,2,段戸高原県立自然公園,35.167392,137.473203
JA-1455,JAFF-0263,Furikusa Keikoku,Aichi,JP-AI,Provincial Park,2,振草渓谷県立自然公園,35.076928,137.665133
JA-1456,JAFF-0264,Hongusan,Aichi,JP-AI,Provincial Park,7,本宮山県立自然公園,34.908319,137.421003
JA-1453,JAFF-0265,Minami Chita,Aichi,JP-AI,Provincial Park,7,南知多県立自然公園,34.747758,136.900089
JA-1452,JAFF-0266,Atsumi Hanto,Aichi,JP-AI,Provincial Park,12,渥美半島県立自然公園,34.607117,137.096658
JA-1471,JAFF-0267,Suigo,Mie,JP-ME,Provincial Park,2,水郷県立自然公園,35.130396,136.668338
JA-1472,JAFF-0268,Ise no Umi,Mie,JP-ME,Provincial Park,0,伊勢の海県立自然公園,34.708206,136.523397
JA-1473,JAFF-0269,Akame Ichishikyo,Mie,JP-ME,Provincial Park,16,赤目一志峡県立自然公園,34.560796,136.268463
JA-1474,JAFF-0270,Kahadakyo,Mie,JP-ME,Provincial Park,21,香肌峡県立自然公園,34.378764,136.210301
JA-1475,JAFF-0271,Okuise Miyagawakyo,Mie,JP-ME,Provincial Park,47,奥伊勢宮川峡県立自然公園,34.286389,136.195833
JA-1494,JAFF-0272,Kasagiyama,Kyoto,JP-KY,Provincial Park,0,笠置山府立自然公園,34.753387,135.94151
JA-1492,JAFF-0273,Rurikei,Kyoto,JP-KY,Provincial Park,0,るり渓府立自然公園,35.032097,135.402607
JA-1493,JAFF-0274,Hozukyo,Kyoto,JP-KY,Provincial Park,0,保津峡府立自然公園,35.022912,135.639038
JA-1483,JAFF-0275,Mikami Tanakami Shigaraki,Shiga,JP-SH,Provincial Park,14,三上・田上・信楽県立自然公園,35.05048,136.036528
JA-1484,JAFF-0276,Kutsuki Katsuragawa,Shiga,JP-SH,Provincial Park,13,朽木・葛川県立自然公園,35.246552,135.86667
JA-1485,JAFF-0277,Koto,Shiga,JP-SH,Provincial Park,3,湖東県立自然公園,35.234421,136.300219
JA-1555,JAFF-0278,Tsukigase Konosan,Nara,JP-NR,Provincial Park,0,月ヶ瀬神野山県立自然公園,34.669647,135.998262
JA-1554,JAFF-0279,Yata,Nara,JP-NR,Provincial Park,0,矢田県立自然公園,34.662661,135.736746
JA-1556,JAFF-0280,Yoshinogawa Tsuburo,Nara,JP-NR,Provincial Park,2,吉野川津風呂県立自然公園,34.399373,135.891022
JA-1507,JAFF-0281,Hokusetsu,Osaka,JP-OS,Provincial Park,0,北摂府立自然公園,34.9326,135.624183
JA-1508,JAFF-0282,Hannan Misaki,Osaka,JP-OS,Provincial Park,2,阪南・岬府立自然公園,34.306761,135.223224
JA-1567,JAFF-0283,Koyasan Choishimichi Tamag,Wakayama,JP-WK,Provincial Park,0,高野山町石道玉川峡県立自然公園,34.257447,135.651429
JA-1568,JAFF-0284,Ryumonzan,Wakayama,JP-WK,Provincial Park,0,龍門山県立自然公園,34.248221,135.412587
JA-1569,JAFF-0285,Oishi Kogen,Wakayama,JP-WK,Provincial Park,0,生石高原県立自然公園,34.10646,135.326865
JA-1570,JAFF-0286,Nishi Arita,Wakayama,JP-WK,Provincial Park,2,西有田県立自然公園,34.049744,135.148135
JA-1571,JAFF-0287,Shirasaki Kaigan,Wakayama,JP-WK,Provincial Park,1,白崎海岸県立自然公園,33.97695,135.068493
JA-1572,JAFF-0288,Enju Kaigan,Wakayama,JP-WK,Provincial Park,3,煙樹海岸県立自然公園,33.89025,135.128565
JA-1573,JAFF-0289,Jogamori Hokosai,Wakayama,JP-WK,Provincial Park,3,城ヶ森鉾尖県立自然公園,34.036257,135.508178
JA-1574,JAFF-0290,Hatenashi Sanmyaku,Wakayama,JP-WK,Provincial Park,0,果無山脈県立自然公園,33.902612,135.688979
JA-1862,JAFF-0291,Otosan,Wakayama,JP-WK,Provincial Park,3,大塔山県立自然公園,33.72716894,135.7138347
JA-1576,JAFF-0292,Shiramisan Wadagawakyo,Wakayama,JP-WK,Provincial Park,0,白見山和田川峡県立自然公園,33.759551,135.878177
JA-1577,JAFF-0293,Kozagawa,Wakayama,JP-WK,Provincial Park,6,古座川県立自然公園,33.545265,135.720932
JA-1528,JAFF-0294,Takirenzan,Hyogo,JP-HG,Provincial Park,8,多紀連山県立自然公園,35.123769,135.241551
JA-1529,JAFF-0295,Inagawa Keikoku,Hyogo,JP-HG,Provincial Park,9,猪名川渓谷県立自然公園,35.009984,135.312398
JA-1530,JAFF-0296,Kiyomizu Tojoko Tachikui,Hyogo,JP-HG,Provincial Park,7,清水東条湖立杭県立自然公園,34.927229,135.067648
JA-1531,JAFF-0297,Asago Gunzan,Hyogo,JP-HG,Provincial Park,14,朝来群山県立自然公園,35.233806,134.879556
JA-1534,JAFF-0298,Seiban Kyuryo,Hyogo,JP-HG,Provincial Park,3,西播丘陵県立自然公園,34.89196,134.656569
JA-1535,JAFF-0299,Izushi Itoi,Hyogo,JP-HG,Provincial Park,7,出石糸井県立自然公園,35.398611,134.910083
JA-1536,JAFF-0300,Harima Chubu Kyuryo,Hyogo,JP-HG,Provincial Park,5,播磨中部丘陵県立自然公園,34.840278,134.896472
JA-1537,JAFF-0301,Seppiko Mineyama,Hyogo,JP-HG,Provincial Park,9,雪彦峰山県立自然公園,35.15318,134.690309
JA-1538,JAFF-0302,Kasagatayama Sengamine,Hyogo,JP-HG,Provincial Park,6,笠形山千ヶ峰県立自然公園,35.063601,134.835368
JA-1533,JAFF-0303,Tajima Sangaku,Hyogo,JP-HG,Provincial Park,22,但馬山岳県立自然公園,35.536667,134.628611
JA-1532,JAFF-0304,Onzui Chikusa,Hyogo,JP-HG,Provincial Park,3,音水ちくさ県立自然公園,35.239727,134.517385
JA-1373,JAFF-0305,Iozen,Toyama,JP-TY,Provincial Park,3,医王山県立自然公園（富山県）,36.536389,136.814444
JA-1369,JAFF-0306,Asahi,Toyama,JP-TY,Provincial Park,10,朝日県立自然公園,36.856111,137.675
JA-1370,JAFF-0307,Arimine,Toyama,JP-TY,Provincial Park,11,有峰県立自然公園,36.491667,137.46
JA-1371,JAFF-0308,Gokayama,Toyama,JP-TY,Provincial Park,3,五箇山県立自然公園,36.413333,136.88
JA-1372,JAFF-0309,Shiraki Mizunashi,Toyama,JP-TY,Provincial Park,11,白木水無県立自然公園,36.335611,137.003632
JA-1374,JAFF-0310,Sogatake,Toyama,JP-TY,Provincial Park,2,僧ヶ岳県立自然公園,36.761667,137.563611
JA-1405,JAFF-0311,Okuetsu Kogen,Fukui,JP-FI,Provincial Park,25,奥越高原県立自然公園,36.003524,136.59627
JA-1386,JAFF-0312,Hakusan Ichirino,Ishikawa,JP-IS,Provincial Park,1,白山一里野県立自然公園,36.228684,136.766233
JA-1383,JAFF-0313,Yamanaka Dainichisan,Ishikawa,JP-IS,Provincial Park,1,山中・大日山県立自然公園,36.200242,136.418531
JA-1384,JAFF-0314,Shishiku Tedori,Ishikawa,JP-IS,Provincial Park,4,獅子吼・手取県立自然公園,36.445913,136.647859
JA-1385,JAFF-0315,Goishigamine,Ishikawa,JP-IS,Provincial Park,2,碁石ケ峰県立自然公園,36.920462,136.891056
JA-1387,JAFF-0316,Iozen,Ishikawa,JP-IS,Provincial Park,3,医王山県立自然公園（石川県）,36.537214,136.800465
JA-1603,JAFF-0317,Takahashigawa Joryu,Okayama,JP-OY,Provincial Park,13,高梁川上流県立自然公園,34.972439,133.583564
JA-1605,JAFF-0318,Yubara Okutsu,Okayama,JP-OY,Provincial Park,13,湯原奥津県立自然公園,35.207858,133.731778
JA-1604,JAFF-0319,Kibi Shiseki,Okayama,JP-OY,Provincial Park,0,吉備史跡県立自然公園,34.728532,133.766012
JA-1606,JAFF-0320,Kibiji Fudoki no Oka,Okayama,JP-OY,Provincial Park,0,吉備路風土記の丘県立自然公園,34.668211,133.78169
JA-1607,JAFF-0321,Bisaku Sanchi,Okayama,JP-OY,Provincial Park,7,備作山地県立自然公園,35.121956,133.537099
JA-1608,JAFF-0322,Kibi Seiryu,Okayama,JP-OY,Provincial Park,3,吉備清流県立自然公園,34.863481,133.90429
JA-1609,JAFF-0323,Yoshiigawa Churyu,Okayama,JP-OY,Provincial Park,3,吉井川中流県立自然公園,34.932036,134.21193
JA-1595,JAFF-0324,Dangyokei Kannondaki,Shimane,JP-SM,Provincial Park,0,断魚渓・観音滝県立自然公園,34.930209,132.472101
JA-1593,JAFF-0325,Ryuzu Yaedaki,Shimane,JP-SM,Provincial Park,0,竜頭八重滝県立自然公園,35.155789,132.808569
JA-1599,JAFF-0326,Aonoyama,Shimane,JP-SM,Provincial Park,0,青野山県立自然公園,34.464612,131.800165
JA-1597,JAFF-0327,Hamada Kaigan,Shimane,JP-SM,Provincial Park,0,浜田海岸県立自然公園,34.947259,132.108569
JA-1589,JAFF-0328,Kiyomizu Gassan,Shimane,JP-SM,Provincial Park,0,清水月山県立自然公園,35.361208,133.184697
JA-1591,JAFF-0329,Shinjiko Kitayama,Shimane,JP-SM,Provincial Park,7,宍道湖北山県立自然公園,35.446196,132.867271
JA-1590,JAFF-0330,Oni no Shitaburui,Shimane,JP-SM,Provincial Park,0,鬼の舌震県立自然公園,35.174912,133.018378
JA-1592,JAFF-0331,Tachikuekyo,Shimane,JP-SM,Provincial Park,0,立久恵峡県立自然公園,35.295465,132.735208
JA-1594,JAFF-0332,Gokawa Suikei,Shimane,JP-SM,Provincial Park,1,江川水系県立自然公園,35.040947,132.599539
JA-1598,JAFF-0333,Banryuko,Shimane,JP-SM,Provincial Park,0,蟠竜湖県立自然公園,34.68059,131.807412
JA-1596,JAFF-0334,Senjokei,Shimane,JP-SM,Provincial Park,0,千丈渓県立自然公園,34.920834,132.342201
JA-1629,JAFF-0335,Toyota,Yamaguchi,JP-YC,Provincial Park,2,豊田県立自然公園,34.176747,131.043628
JA-1626,JAFF-0336,Chomonkyo,Yamaguchi,JP-YC,Provincial Park,5,長門峡県立自然公園,34.317717,131.569004
JA-1628,JAFF-0337,Iwakisan,Yamaguchi,JP-YC,Provincial Park,2,石城山県立自然公園,33.987194,132.037797
JA-1627,JAFF-0338,Rakanzan,Yamaguchi,JP-YC,Provincial Park,3,羅漢山県立自然公園,34.350414,132.052452
JA-1583,JAFF-0339,Nishi Inaba,Tottori,JP-TT,Provincial Park,0,西因幡県立自然公園,35.034182,134.007304
JA-1581,JAFF-0340,Misasa Togoko,Tottori,JP-TT,Provincial Park,15,三朝東郷湖県立自然公園,35.465438,133.891493
JA-1582,JAFF-0341,Okuhino,Tottori,JP-TT,Provincial Park,4,奥日野県立自然公園,35.203698,133.314256
JA-1614,JAFF-0342,Nabarakyo,Hiroshima,JP-HS,Provincial Park,0,南原峡県立自然公園,34.564281,132.513305
JA-1615,JAFF-0343,Yamanokyo,Hiroshima,JP-HS,Provincial Park,0,山野峡県立自然公園,34.698061,133.367608
JA-1618,JAFF-0344,Buttsuji Mitsugi Hachimangu,Hiroshima,JP-HS,Provincial Park,1,仏通寺御調八幡宮県立自然公園,34.465253,133.02049
JA-1617,JAFF-0345,Chikurinji Yokurayama,Hiroshima,JP-HS,Provincial Park,0,竹林寺用倉山県立自然公園,34.459147,132.874766
JA-1616,JAFF-0346,Mikuradake,Hiroshima,JP-HS,Provincial Park,0,三倉岳県立自然公園,34.309203,132.157521
JA-1619,JAFF-0347,kannosekyo,Hiroshima,JP-HS,Provincial Park,2,神之瀬峡県立自然公園,34.997058,132.801758
JA-1647,JAFF-0348,Otaki Okawa,Kagawa,JP-KG,Provincial Park,0,大滝大川県立自然公園,34.121922,134.1057
JA-1635,JAFF-0349,Hashikura,Tokushima,JP-TS,Provincial Park,0,箸蔵県立自然公園,34.049012,133.841771
JA-1636,JAFF-0350,Dochu Kotsu,Tokushima,JP-TS,Provincial Park,0,土柱高越県立自然公園,34.092019,134.206229
JA-1638,JAFF-0351,Okuimiyagawauchidani,Tokushima,JP-TS,Provincial Park,1,奥宮川内谷県立自然公園,34.147874,134.354232
JA-1637,JAFF-0352,Oasayama,Tokushima,JP-TS,Provincial Park,1,大麻山県立自然公園,34.186053,134.499874
JA-1639,JAFF-0353,Higashisankei,Tokushima,JP-TS,Provincial Park,3,東山渓県立自然公園,33.962747,134.51101
JA-1640,JAFF-0354,Chubusankei,Tokushima,JP-TS,Provincial Park,2,中部山渓県立自然公園,33.904198,134.341626
JA-1658,JAFF-0355,Hijikawa,Ehime,JP-EH,Provincial Park,0,肱川県立自然公園,33.453026,132.685638
JA-1654,JAFF-0356,Kinshako,Ehime,JP-EH,Provincial Park,0,金砂湖県立自然公園,33.934186,133.53028
JA-1655,JAFF-0357,Okudogo Tamagawa,Ehime,JP-EH,Provincial Park,5,奥道後玉川県立自然公園,33.933262,132.923103
JA-1657,JAFF-0358,Shikoku Karst,Ehime,JP-EH,Provincial Park,2,四国カルスト県立自然公園（愛媛県）,33.481997,132.967987
JA-1660,JAFF-0359,Sasayama,Ehime,JP-EH,Provincial Park,0,篠山県立自然公園,33.055615,132.658193
JA-1659,JAFF-0360,Sadamisakihanto Uwakai,Ehime,JP-EH,Provincial Park,6,佐田岬半島宇和海県立自然公園,33.389104,132.084053
JA-1656,JAFF-0361,Saragamine Renpo,Ehime,JP-EH,Provincial Park,1,皿ヶ嶺連峰県立自然公園,33.717102,132.894721
JA-1664,JAFF-0362,Teisumiyoshi,Kochi,JP-KC,Provincial Park,0,手結住吉県立自然公園,33.520709,133.755356
JA-1665,JAFF-0363,Okumonobe,Kochi,JP-KC,Provincial Park,11,奥物部県立自然公園,33.76355,134.030515
JA-1666,JAFF-0364,Shiragayama,Kochi,JP-KC,Provincial Park,0,白髪山県立自然公園,33.806558,133.698197
JA-1667,JAFF-0365,Yokogurayama,Kochi,JP-KC,Provincial Park,0,横倉山県立自然公園,33.534795,133.203149
JA-1668,JAFF-0366,Yokonami,Kochi,JP-KC,Provincial Park,1,横浪県立自然公園,33.412165,133.427569
JA-1669,JAFF-0367,Irino,Kochi,JP-KC,Provincial Park,0,入野県立自然公園,33.020106,133.013752
JA-1670,JAFF-0368,Sukumo,Kochi,JP-KC,Provincial Park,0,宿毛県立自然公園,32.918112,132.688202
JA-1671,JAFF-0369,Ryugado,Kochi,JP-KC,Provincial Park,0,龍河洞県立自然公園,33.603401,133.745006
JA-1672,JAFF-0370,Nakatsu Keikoku,Kochi,JP-KC,Provincial Park,1,中津渓谷龍河洞県立自然公園,33.56446,133.109847
JA-1673,JAFF-0371,Susakiwan,Kochi,JP-KC,Provincial Park,3,須崎湾県立自然公園,33.367011,133.25923
JA-1674,JAFF-0372,Okitsu,Kochi,JP-KC,Provincial Park,2,興津県立自然公園,33.154796,133.222684
JA-1675,JAFF-0373,Yasui Keikoku,Kochi,JP-KC,Provincial Park,1,安居渓谷県立自然公園,33.668885,133.191324
JA-1676,JAFF-0374,Shikoku Karst,Kochi,JP-KC,Provincial Park,2,四国カルスト県立自然公園（高知県）,33.445575,133.031616
JA-1677,JAFF-0375,Kitayama,Kochi,JP-KC,Provincial Park,2,北山県立自然公園,33.600684,133.486021
JA-1678,JAFF-0376,Yanase,Kochi,JP-KC,Provincial Park,1,魚梁瀬県立自然公園,33.613709,134.098403
JA-1679,JAFF-0377,Kajigamori,Kochi,JP-KC,Provincial Park,1,梶ヶ森県立自然公園,33.758376,133.756981
JA-1680,JAFF-0378,Washioyama,Kochi,JP-KC,Provincial Park,1,鷲尾山県立自然公園,33.529111,133.51338
JA-1681,JAFF-0379,Kuishiyama Jingamori,Kochi,JP-KC,Provincial Park,2,工石山陣ヶ森県立自然公園,33.686749,133.440539
JA-1694,JAFF-0380,Dazaifu,Fukuoka,JP-FO,Provincial Park,13,大宰府県立自然公園,33.552611,130.599433
